label,message,spam_type,cleaned_message
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",ham,last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt show really know messy wednesday bad problem time clean choose skype take picture sleep want go mind thing make bed throw laundry top friend house embarassed underwear bra strewn bed pillow floor something else used good least making bed
ham,I'll let you know when it kicks in,ham,let know kick
ham,You call him now ok i said call him,ham,call ok said call
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,ham,call number available appointment ask connect call waheed fathima
ham,Or Ã¼ go buy wif him then i meet Ã¼ later can?,ham,go buy wif meet later
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,ham,mmmm fuck fair know weakness grin push knee expose belly pull head forget know wicked smile
ham,Today my system sh get ready.all is well and i am also in the deep well,ham,today system sh get ready well also deep well
ham,Mom wants to know where you at,ham,mom want know
ham,"Aight, I'll text you when I'm back",ham,aight text back
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,ham,dont know support as srt thnk think p play usb
ham,Oh ok i didnt know what you meant. Yep i am baby jontin,ham,oh ok didnt know meant yep baby jontin
spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize.To claim yr prize call our customer service representative on,lottery,guaranteed cash prize claim yr prize call customer service representative
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,general_spam,would like see xxx pic hot nearly banned uk
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,general_spam,hmv bonus special pound genuine hmv voucher answer easy question play send hmv info www percent real com
ham,Watching tv now. I got new job :),ham,watching tv got new job
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,ham,pen thing beyond joke wont biro master ever
ham,I AM AT A PARTY WITH ALEX NICHOLS,ham,party alex nichols
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,general_spam,u secret admirer looking make contact u find r reveal think ur special call
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,ham,seeing missed call dear brother gr day
ham,Ok.. Ã finishing soon?,ham,ok finishing soon
ham,"Sorry, I can't help you on this.",ham,sorry help
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",ham,come slave going shell unconsciously avoiding making unhappy
ham,I love your ass! Do you enjoy doggy style? :),ham,love as enjoy doggy style
ham,I think asking for a gym is the excuse for lazy people. I jog.,ham,think asking gym excuse lazy people jog
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,general_spam,dear xxxxxxx u invited xchat final attempt contact u txt chat p msgrcvdhg suite land row w j hl ldn yr
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or Â£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,general_spam,urgent please call landline abta complimentary tenerife holiday cash await collection sae c box cw wx ppm
ham,No. On the way home. So if not for the long dry spell the season would have been over,ham,way home long dry spell season would
ham,I gotta collect da car at 6 lei.,ham,gotta collect da car lei
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ham,ok knackered came home went sleep good full time work lark
ham,Probably earlier than that if the station's where I think it is,ham,probably earlier station think
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,general_spam,call listen extreme dirty live chat going office right total privacy one know sic listening p min mp
ham,Good Morning plz call me sir,ham,good morning plz call sir
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",promotion,freemsg hey u got video pic fones reply wild txt ill send u pic hurry im bored work xxx p rcvd stop stop
ham,"Uh, heads up we don't have THAT much left",ham,uh head much left
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,ham,tot u outside co darren say u come shopping course nice wat jus went sim lim look mp player
ham,"Aight, sounds good. When do you want me to come down?",ham,aight sound good want come
ham,Wat would u like 4 ur birthday?,ham,wat would u like ur birthday
ham,I love working from home :),ham,love working home
ham,And miss vday the parachute and double coins??? U must not know me very well...,ham,miss vday parachute double coin u must know well
ham,"Sorry, I'll call later",ham,sorry call later
ham,My sister got placed in birla soft da:-),ham,sister got placed birla soft da
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,lottery,free entry weekly comp chance win ipod txt pod get entry std txt rate c apply detail
ham,Wah... Okie okie... Muz make use of e unlimited... Haha...,ham,wah okie okie muz make use e unlimited haha
ham,"There're some people by mu, I'm at the table by lambda",ham,people mu table lambda
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,ham,stop old man get build snowman snow angel snowball fight
ham,ELLO BABE U OK?,ham,ello babe u ok
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,ham,hello beautiful r u ok kinda ad row wiv walked pub wanted night wiv u miss u
ham,Then u going ikea str aft dat?,ham,u going ikea str aft dat
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,ham,becoz lt gt jan whn al post ofice holiday cn go fr post ofice got duffer
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,ham,lol grr mom taking forever prescription pharmacy like minute away ugh
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,ham,real tho suck even cook whole electricity hungry
ham,You want to go?,ham,want go
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,promotion,new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddy com txt one name rpl stop cnl
ham,Its not that time of the month nor mid of the time?,ham,time month mid time
ham,Fffff. Can you text kadeem or are you too far gone,ham,fffff text kadeem far gone
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,ham,leaving yet ok lor go elsewhere n eat u thk
ham,Is fujitsu s series lifebook good?,ham,fujitsu series lifebook good
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,ham,yar wanted scold u yest late already got zhong se qing u ask b ask go w u lor n u still act real
ham,Dont know you bring some food,ham,dont know bring food
ham,No current and food here. I am alone also,ham,current food alone also
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ham,sch fr dun haf da book sch home
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham,hello going village pub either come accordingly ok
ham,Ok,ham,ok
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,ham,call like lt gt time oh give u hypertension oh
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham,dont give monkey wot think certainly mind friend mine sleep wiv wud annoyin
ham,Omg it could snow here tonite!,ham,omg could snow tonite
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,lottery,call tell u call claim prize u enter ur mobile personal detail prompt careful
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,lottery,free st week entry textpod chance win gb ipod cash every wk txt vpod t c www textpod net custcare
ham,Carry on not disturbing both of you,ham,carry disturbing
ham,What pa tell me.. I went to bath:-),ham,pa tell went bath
ham,Jus finished avatar nigro,ham,jus finished avatar nigro
ham,R u over scratching it?,ham,r u scratching
ham,Hope you are having a great day.,ham,hope great day
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,ham,either idea know anyplaces something
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",ham,planning usually stop find hella weed smoke hella weed
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham,fact cleaning show know upset priority constantly want need
ham,Excellent! Are you ready to moan and scream in ecstasy?,ham,excellent ready moan scream ecstasy
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB,general_spam,people dogging area call join like minded guy arrange evening minapn l bb
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,ham,dude avatar imp one point thought actually fly room almost tried hittng one reflex
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",general_spam,well done costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min
ham,K...k:)why cant you come here and search job:),ham,k k cant come search job
